"IMC_classif","obesid","excpeso","Capital","faixa_idade","rend_per_capita","Sit_Urbano_Rural","Sexo","gescol","Freq"
"Sobrepeso","Sim","Sim","Brasília","60 anos ou mais","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",26569.8012453826
"Abaixo do peso","Não","Não","Boa Vista","18 a 24 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",17269.7712691641
"Abaixo do peso","Não","Não","Teresina","18 a 24 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",29264.2673395078
"Sobrepeso","Sim","Sim","Fortaleza","18 a 24 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",40230.2614185997
"Abaixo do peso","Não","Não","Porto Alegre","18 a 24 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",28385.0061073204
"Sobrepeso","Sim","Sim","Campo Grande","18 a 24 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",6434.29534458969
"Eutrofia","Não","Sim","João Pessoa","25 a 39 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",8075.15321300197
"Abaixo do peso","Não","Não","Aracaju","25 a 39 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",38857.2884053162
"Abaixo do peso","Não","Não","Rio de Janeiro","25 a 39 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",37873.0823627331
"Eutrofia","Não","Sim","Belém","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",8331.57411760909
"Eutrofia","Não","Sim","Recife","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",25175.3459973068
"Abaixo do peso","Não","Não","Recife","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",82875.320172612
"Abaixo do peso","Não","Não","Aracaju","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",11012.4045300662
"Eutrofia","Não","Sim","Belo Horizonte","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",31234.2329498052
"Obesidade grau I","Sim","Sim","Vitória","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",4230.36045751426
"Eutrofia","Não","Sim","São Paulo","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",224602.946342898
"Eutrofia","Não","Sim","Porto Alegre","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",50818.4379983809
"Eutrofia","Não","Sim","Brasília","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",21243.0324784315
"Abaixo do peso","Não","Não","Brasília","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",4477.53980874113
"Abaixo do peso","Não","Não","João Pessoa","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",20214.4288668191
"Sobrepeso","Sim","Sim","Salvador","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",8462.59861042552
"Eutrofia","Não","Sim","Salvador","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",74199.5011365475
"Abaixo do peso","Não","Não","Belo Horizonte","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",14995.5714761995
"Eutrofia","Não","Sim","Rio de Janeiro","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",15032.7667165725
"Abaixo do peso","Não","Não","São Paulo","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",447842.575300183
"Eutrofia","Não","Sim","Curitiba","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",15590.3960770023
"Abaixo do peso","Não","Não","Curitiba","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",10747.3393920165
"Abaixo do peso","Não","Não","Florianópolis","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Médio completo ou equivalente",974.753054092517
"Eutrofia","Não","Sim","Brasília","25 a 39 anos","Até 1/2 SM","Rural","Homem","Médio completo ou equivalente",2145.77842042274
"Abaixo do peso","Não","Não","Teresina","18 a 24 anos","1/2 até 1 SM","Rural","Homem","Médio completo ou equivalente",4633.42076398345
"Abaixo do peso","Não","Não","Cuiabá","18 a 24 anos","1/2 até 1 SM","Rural","Homem","Médio completo ou equivalente",983.882620836803
"Sobrepeso","Sim","Sim","Belém","25 a 39 anos","1/2 até 1 SM","Rural","Homem","Médio completo ou equivalente",1988.19605684583
"Obesidade grau I","Sim","Sim","Campo Grande","25 a 39 anos","1/2 até 1 SM","Rural","Homem","Médio completo ou equivalente",434.523865326566
"Abaixo do peso","Não","Não","Goiânia","25 a 39 anos","1/2 até 1 SM","Rural","Homem","Médio completo ou equivalente",737.363702105864
"Abaixo do peso","Não","Não","Brasília","25 a 39 anos","1/2 até 1 SM","Rural","Homem","Médio completo ou equivalente",7532.77498677072
"Eutrofia","Não","Sim","Florianópolis","18 a 24 anos","1 até 2 SM","Rural","Homem","Médio completo ou equivalente",1969.27373718107
"Obesidade grau III","Sim","Sim","Goiânia","25 a 39 anos","1 até 2 SM","Rural","Homem","Médio completo ou equivalente",378.450726952432
"Abaixo do peso","Não","Não","Palmas","40 a 59 anos","1 até 2 SM","Rural","Homem","Médio completo ou equivalente",627.656338508329
"Eutrofia","Não","Sim","Boa Vista","60 anos ou mais","1 até 2 SM","Rural","Homem","Médio completo ou equivalente",294.116322199184
"Eutrofia","Não","Sim","Belém","60 anos ou mais","1 até 2 SM","Rural","Homem","Médio completo ou equivalente",1530.68945784787
"Abaixo do peso","Não","Não","Rio Branco","18 a 24 anos","2 até 3 SM","Rural","Homem","Médio completo ou equivalente",2408.59155503951
"Sobrepeso","Sim","Sim","Cuiabá","25 a 39 anos","2 até 3 SM","Rural","Homem","Médio completo ou equivalente",674.945280107127
"Abaixo do peso","Não","Não","Goiânia","25 a 39 anos","2 até 3 SM","Rural","Homem","Médio completo ou equivalente",491.575801395815
"Abaixo do peso","Não","Não","Cuiabá","40 a 59 anos","2 até 3 SM","Rural","Homem","Médio completo ou equivalente",868.616948745359
"Abaixo do peso","Não","Não","Brasília","25 a 39 anos","Mais de 3 SM","Rural","Homem","Médio completo ou equivalente",2145.77842042274
"Abaixo do peso","Não","Não","Cuiabá","40 a 59 anos","Mais de 3 SM","Rural","Homem","Médio completo ou equivalente",289.53898291512
"Eutrofia","Não","Sim","Goiânia","40 a 59 anos","Mais de 3 SM","Rural","Homem","Médio completo ou equivalente",1054.38442017585
"Eutrofia","Não","Sim","Brasília","40 a 59 anos","Mais de 3 SM","Rural","Homem","Médio completo ou equivalente",920.499068178981
"Sobrepeso","Sim","Sim","Porto Velho","60 anos ou mais","Mais de 3 SM","Rural","Homem","Médio completo ou equivalente",502.896188554596
"Abaixo do peso","Não","Não","Porto Velho","60 anos ou mais","Mais de 3 SM","Rural","Homem","Médio completo ou equivalente",1330.10396611068
"Eutrofia","Não","Sim","Belém","18 a 24 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",29873.0254987809
"Eutrofia","Não","Sim","São Luís","18 a 24 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",19333.3128364694
"Abaixo do peso","Não","Não","Fortaleza","18 a 24 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",72842.3300573217
"Eutrofia","Não","Sim","Manaus","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",19468.0712565612
"Obesidade grau I","Sim","Sim","Boa Vista","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",8932.29111931884
"Eutrofia","Não","Sim","Belém","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",28087.8783615992
"Abaixo do peso","Não","Não","Belém","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",12451.7266860935
"Sobrepeso","Sim","Sim","Macapá","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",1198.23926324498
"Eutrofia","Não","Sim","Palmas","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",35738.1499444332
"Eutrofia","Não","Sim","São Luís","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",3604.22498906145
"Abaixo do peso","Não","Não","Natal","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",95717.3563059129
"Eutrofia","Não","Sim","Recife","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",9570.18486489559
"Eutrofia","Não","Não","Maceió","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",27707.6295198977
"Abaixo do peso","Não","Não","Salvador","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",20926.1591470717
"Abaixo do peso","Não","Não","Rio de Janeiro","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",71267.2329584816
"Sobrepeso","Sim","Sim","Campo Grande","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",8747.79509904258
"Abaixo do peso","Não","Não","Goiânia","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",25412.026432793
"Eutrofia","Não","Sim","Manaus","40 a 59 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",6596.23427154923
"Sobrepeso","Sim","Sim","Maceió","40 a 59 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",9070.49320548839
"Sobrepeso","Sim","Sim","Curitiba","40 a 59 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",5197.27786866979
"Eutrofia","Não","Sim","Brasília","40 a 59 anos","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",22820.0091124605
"Sobrepeso","Sim","Sim","Salvador","60 anos ou mais","Até 1/2 SM","Urbano","Mulher","Médio completo ou equivalente",21181.4794922594
"Abaixo do peso","Não","Não","Macapá","18 a 24 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",4284.95901329925
"Eutrofia","Não","Sim","Teresina","18 a 24 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",70340.9411774251
"Abaixo do peso","Não","Não","Rio de Janeiro","18 a 24 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",50725.1086887165
"Abaixo do peso","Não","Não","Brasília","18 a 24 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",235472.621952888
"Abaixo do peso","Não","Não","Porto Velho","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",9643.38647382539
"Sobrepeso","Sim","Sim","Rio Branco","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",14109.2839675634
"Eutrofia","Não","Sim","Rio Branco","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",14109.2839675634
"Abaixo do peso","Não","Não","Belém","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",11138.1950845459
"Eutrofia","Não","Sim","Macapá","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",8576.64743436447
"Abaixo do peso","Não","Não","São Luís","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",7208.44997812291
"Obesidade grau I","Sim","Sim","Teresina","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",19670.0312116872
"Abaixo do peso","Não","Não","Fortaleza","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",40739.03140265
"Abaixo do peso","Não","Não","Natal","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",5595.82100277955
"Eutrofia","Não","Sim","João Pessoa","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",8273.99649785538
"Sobrepeso","Sim","Sim","Maceió","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",9837.12465015892
"Sobrepeso","Sim","Sim","Rio de Janeiro","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",42554.0711179865
"Eutrofia","Não","Sim","Curitiba","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",38049.5415249355
"Eutrofia","Não","Sim","Cuiabá","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",18636.9573611434
"Sobrepeso","Sim","Sim","Brasília","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",2400.98839798472
"Sobrepeso","Sim","Sim","Porto Velho","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",10286.5386684243
"Eutrofia","Não","Sim","Porto Velho","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",2571.63466710876
"Sobrepeso","Sim","Sim","Rio Branco","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",9876.66484307583
"Sobrepeso","Sim","Sim","Manaus","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",14742.4158686177
"Eutrofia","Não","Sim","Manaus","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",134372.531741288
"Abaixo do peso","Não","Não","Manaus","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",64076.7482104597
"Eutrofia","Não","Sim","Boa Vista","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",3800.25269436438
"Abaixo do peso","Não","Não","São Luís","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",13293.3552992257
"Abaixo do peso","Não","Não","João Pessoa","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",15463.4692574243
"Abaixo do peso","Não","Não","Recife","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",91627.898709297
"Obesidade grau I","Sim","Sim","Salvador","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",60810.4316898342
"Eutrofia","Não","Sim","São Paulo","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",146364.956014588
"Abaixo do peso","Não","Não","Goiânia","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",11549.0032518745
"Abaixo do peso","Não","Não","Brasília","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio completo ou equivalente",17737.9454585554
"Abaixo do peso","Não","Não","Porto Velho","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",126043.701792018
"Sobrepeso","Sim","Sim","Fortaleza","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",109263.495085983
"Obesidade grau I","Sim","Sim","Fortaleza","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",115616.678147119
"Eutrofia","Não","Sim","Rio de Janeiro","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",177888.371010215
"Abaixo do peso","Não","Não","Rio de Janeiro","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",48816.2195071558
"Abaixo do peso","Não","Não","Goiânia","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",44790.395961867
"Eutrofia","Não","Sim","Brasília","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",19252.9909362206
"Abaixo do peso","Não","Não","Brasília","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",22125.6592822115
"Sobrepeso","Sim","Sim","Rio Branco","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",3570.47777476939
"Eutrofia","Não","Sim","Manaus","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",46328.3120364895
"Abaixo do peso","Não","Não","Manaus","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",3576.87158133316
"Sobrepeso","Sim","Sim","Macapá","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",10220.8555204952
"Sobrepeso","Sim","Sim","São Luís","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",14416.8999562458
"Eutrofia","Não","Sim","Fortaleza","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",77305.8730452409
"Abaixo do peso","Não","Não","João Pessoa","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",11678.340254063
"Eutrofia","Não","Sim","Maceió","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",15798.4168344185
"Eutrofia","Não","Sim","Aracaju","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",62894.9118193856
"Eutrofia","Não","Sim","Belo Horizonte","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",4128.26343999078
"Abaixo do peso","Não","Não","Belo Horizonte","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",18093.6183300529
"Abaixo do peso","Não","Não","Rio de Janeiro","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",54603.5663026188
"Sobrepeso","Sim","Sim","Curitiba","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",29905.9448833731
"Sobrepeso","Sim","Sim","Florianópolis","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",6573.1485985976
"Abaixo do peso","Não","Não","Cuiabá","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",18636.9573611434
"Abaixo do peso","Não","Não","Porto Velho","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",108332.682383734
"Eutrofia","Não","Sim","Manaus","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",15121.9146097436
"Abaixo do peso","Não","Não","Manaus","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",5143.77345705796
"Obesidade grau I","Sim","Sim","Palmas","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",11930.5685758264
"Abaixo do peso","Não","Não","São Luís","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",3960.0999615446
"Eutrofia","Não","Sim","Teresina","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",14013.2925240206
"Abaixo do peso","Não","Não","Natal","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",36353.3723811092
"Sobrepeso","Sim","Sim","Recife","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",10397.9062055292
"Eutrofia","Não","Sim","Recife","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",75712.456597977
"Sobrepeso","Sim","Sim","Salvador","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",13736.3437621301
"Obesidade grau I","Sim","Sim","Salvador","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",15452.8022197576
"Abaixo do peso","Não","Não","Salvador","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",39394.3492469282
"Sobrepeso","Sim","Sim","Belo Horizonte","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",10110.3654659004
"Eutrofia","Não","Sim","Belo Horizonte","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",58159.0615951198
"Eutrofia","Não","Sim","Rio de Janeiro","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",25660.325602126
"Abaixo do peso","Não","Não","Rio de Janeiro","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",54549.090213856
"Obesidade grau I","Sim","Sim","Curitiba","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",35084.2466826218
"Eutrofia","Não","Sim","Curitiba","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",35084.2466826218
"Abaixo do peso","Não","Não","Curitiba","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",52480.5441021239
"Obesidade grau III","Sim","Sim","Porto Alegre","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",18894.494219726
"Eutrofia","Não","Sim","Porto Alegre","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",4766.17981514536
"Abaixo do peso","Não","Não","Porto Alegre","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",26699.1643189009
"Sobrepeso","Sim","Sim","Brasília","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",6641.6203082346
"Eutrofia","Não","Sim","Brasília","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",8855.4937443236
"Eutrofia","Não","Sim","Boa Vista","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",9948.92082275993
"Sobrepeso","Sim","Sim","São Luís","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",4651.05102987342
"Eutrofia","Não","Sim","Recife","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",25214.1034524351
"Eutrofia","Não","Sim","Salvador","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",12438.1718777471
"Eutrofia","Não","Sim","Rio de Janeiro","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",9552.78553322327
"Abaixo do peso","Não","Não","São Paulo","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",18196.0823879966
"Sobrepeso","Sim","Sim","Curitiba","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",43647.8252110786
"Obesidade grau III","Sim","Sim","Porto Alegre","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",32809.0848081629
"Abaixo do peso","Não","Não","Porto Alegre","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",2798.88711814204
"Eutrofia","Não","Sim","Brasília","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Médio completo ou equivalente",12926.0198920358
"Eutrofia","Não","Sim","Curitiba","18 a 24 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",68033.4599734452
"Abaixo do peso","Não","Não","Macapá","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",12033.0574909541
"Abaixo do peso","Não","Não","João Pessoa","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",7785.56016937532
"Abaixo do peso","Não","Não","Maceió","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",6071.49956215849
"Abaixo do peso","Não","Não","Salvador","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",49188.5667237503
"Abaixo do peso","Não","Não","Belo Horizonte","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",11042.4858738965
"Sobrepeso","Sim","Sim","Florianópolis","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",16813.9126818398
"Abaixo do peso","Não","Não","Porto Alegre","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",22649.674046711
"Eutrofia","Não","Sim","Brasília","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",4801.97679596945
"Eutrofia","Não","Sim","Manaus","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",17950.8763319116
"Abaixo do peso","Não","Não","Manaus","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",3109.51766018443
"Eutrofia","Não","Sim","Boa Vista","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",13174.9064744264
"Abaixo do peso","Não","Não","Macapá","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",9424.31898038751
"Eutrofia","Não","Sim","Palmas","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",4051.53843986438
"Abaixo do peso","Não","Não","Teresina","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",16239.5652497076
"Sobrepeso","Sim","Sim","Salvador","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",46514.7346769847
"Eutrofia","Não","Sim","Salvador","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",20073.2245793208
"Abaixo do peso","Não","Não","Salvador","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",12863.5545521501
"Eutrofia","Não","Sim","Belo Horizonte","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",7582.77409942261
"Sobrepeso","Sim","Sim","Rio de Janeiro","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",6991.07802755397
"Eutrofia","Não","Sim","Rio de Janeiro","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",91735.4415449129
"Eutrofia","Não","Sim","São Paulo","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",294090.095319762
"Abaixo do peso","Não","Não","Porto Alegre","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",22704.7012069437
"Sobrepeso","Sim","Sim","Goiânia","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",82317.0909447924
"Eutrofia","Não","Sim","São Luís","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",4651.05102987342
"Abaixo do peso","Não","Não","Recife","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",80711.2263823023
"Abaixo do peso","Não","Não","Salvador","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",70726.6933353741
"Obesidade grau I","Sim","Sim","Rio de Janeiro","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",26925.0764724296
"Eutrofia","Não","Sim","São Paulo","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",37123.5461227447
"Sobrepeso","Sim","Sim","Campo Grande","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Médio completo ou equivalente",42853.6175417879
"Abaixo do peso","Não","Não","Manaus","18 a 24 anos","Mais de 3 SM","Urbano","Mulher","Médio completo ou equivalente",9974.52528392357
"Sobrepeso","Sim","Sim","Rio Branco","25 a 39 anos","Mais de 3 SM","Urbano","Mulher","Médio completo ou equivalente",34790.5949114211
"Sobrepeso","Sim","Sim","Recife","25 a 39 anos","Mais de 3 SM","Urbano","Mulher","Médio completo ou equivalente",22553.4592501675
"Abaixo do peso","Não","Não","Recife","25 a 39 anos","Mais de 3 SM","Urbano","Mulher","Médio completo ou equivalente",22553.4592501675
"Abaixo do peso","Não","Não","Campo Grande","25 a 39 anos","Mais de 3 SM","Urbano","Mulher","Médio completo ou equivalente",15453.6216234341
"Abaixo do peso","Não","Não","Manaus","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Médio completo ou equivalente",5143.77345705796
