"IMC_classif","obesid","excpeso","Capital","faixa_idade","rend_per_capita","Sit_Urbano_Rural","Sexo","gescol","Freq"
"Eutrofia","Não","Sim","Curitiba","30 a 34 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",1268.46208051319
"Abaixo do peso","Não","Não","Curitiba","30 a 34 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",3416.13995682932
"Sobrepeso","Sim","Sim","Florianópolis","30 a 34 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",669.582622831715
"Eutrofia","Não","Sim","Florianópolis","30 a 34 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",2652.53246022558
"Sobrepeso","Sim","Sim","Porto Alegre","30 a 34 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",942.56244413518
"Eutrofia","Não","Sim","Porto Alegre","30 a 34 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",846.19285459524
"Abaixo do peso","Não","Não","Porto Alegre","30 a 34 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",887.024485450392
"Sobrepeso","Sim","Sim","Cuiabá","30 a 34 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",2624.36405677097
"Eutrofia","Não","Sim","Goiânia","30 a 34 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",814.078619656252
"Abaixo do peso","Não","Não","Goiânia","30 a 34 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",605.392466071093
"Obesidade grau I","Sim","Sim","Brasília","30 a 34 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",531.306414420433
"Eutrofia","Não","Sim","Brasília","30 a 34 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",2443.6820809336
"Abaixo do peso","Não","Não","Brasília","30 a 34 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",4175.28526831727
"Sobrepeso","Sim","Sim","Rio Branco","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",293.001328748405
"Eutrofia","Não","Sim","Rio Branco","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",280.91233652676
"Sobrepeso","Sim","Sim","Manaus","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",785.300980601207
"Sobrepeso","Não","Sim","Boa Vista","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",155.339641189287
"Sobrepeso","Sim","Sim","Palmas","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",312.391571699038
"Sobrepeso","Sim","Sim","João Pessoa","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",423.353694804672
"Eutrofia","Não","Sim","João Pessoa","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",508.773145366984
"Sobrepeso","Não","Sim","Maceió","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",475.253458858842
"Eutrofia","Não","Sim","Salvador","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",458.083552065592
"Eutrofia","Não","Sim","Belo Horizonte","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",224.532267463496
"Abaixo do peso","Não","Não","Belo Horizonte","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",860.271361143622
"Eutrofia","Não","Sim","Vitória","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",481.458504864345
"Abaixo do peso","Não","Não","Vitória","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",247.678039217699
"Sobrepeso","Sim","Sim","Rio de Janeiro","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",9797.37921194213
"Eutrofia","Não","Sim","Rio de Janeiro","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",12215.5724546828
"Sobrepeso","Sim","Sim","São Paulo","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",2033.83026839059
"Abaixo do peso","Não","Não","São Paulo","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",6944.29546765473
"Eutrofia","Não","Sim","Florianópolis","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",702.370685939315
"Sobrepeso","Sim","Sim","Porto Alegre","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",982.905449946468
"Eutrofia","Não","Sim","Porto Alegre","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",4280.50564727783
"Sobrepeso","Sim","Sim","Campo Grande","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",1591.6348617429
"Eutrofia","Não","Sim","Campo Grande","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",787.38932773907
"Abaixo do peso","Não","Não","Campo Grande","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",653.027162330771
"Abaixo do peso","Não","Não","Goiânia","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",4145.70027761936
"Abaixo do peso","Não","Não","Brasília","35 a 44 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",1157.64317182631
"Eutrofia","Não","Sim","Porto Velho","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",292.551617359921
"Eutrofia","Não","Sim","Boa Vista","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",896.15935135574
"Eutrofia","Não","Sim","Belém","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",1922.71939040913
"Abaixo do peso","Não","Não","Palmas","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",191.701806604562
"Eutrofia","Não","Sim","Natal","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",388.544891587233
"Sobrepeso","Sim","Sim","Belo Horizonte","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",1748.01209544273
"Eutrofia","Não","Sim","Belo Horizonte","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",679.159567727953
"Eutrofia","Não","Sim","Rio de Janeiro","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",1792.64220518623
"Sobrepeso","Sim","Sim","São Paulo","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",3260.33985761221
"Eutrofia","Não","Sim","São Paulo","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",10621.5518406447
"Abaixo do peso","Não","Não","Florianópolis","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",201.822519586727
"Abaixo do peso","Não","Não","Porto Alegre","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",1436.40255304032
"Sobrepeso","Sim","Sim","Cuiabá","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",489.264456487792
"Abaixo do peso","Não","Não","Goiânia","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",940.925180473622
"Eutrofia","Não","Sim","Brasília","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",349.784161194515
"Abaixo do peso","Não","Não","Brasília","45 a 54 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",2079.4258196876
"Eutrofia","Não","Sim","Rio Branco","55 a 64 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",249.498625068192
"Eutrofia","Não","Sim","Manaus","55 a 64 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",923.759710168939
"Sobrepeso","Sim","Sim","São Luís","55 a 64 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",386.825693769357
"Sobrepeso","Sim","Sim","João Pessoa","55 a 64 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",906.774158137228
"Eutrofia","Não","Sim","Aracaju","55 a 64 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",672.971664287063
"Eutrofia","Não","Sim","Rio de Janeiro","55 a 64 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",9058.36922984409
"Abaixo do peso","Não","Não","Rio de Janeiro","55 a 64 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",2787.94940223078
"Sobrepeso","Sim","Sim","São Paulo","55 a 64 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",10125.4063379928
"Eutrofia","Não","Sim","São Paulo","55 a 64 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",15749.1933130056
"Sobrepeso","Sim","Sim","Curitiba","55 a 64 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",1291.91574898254
"Abaixo do peso","Não","Não","Florianópolis","55 a 64 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",263.093428955662
"Sobrepeso","Sim","Sim","Porto Alegre","55 a 64 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",1491.78214553469
"Eutrofia","Não","Sim","Porto Alegre","55 a 64 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",458.820685199365
"Eutrofia","Não","Sim","Cuiabá","55 a 64 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",439.929373168314
"Eutrofia","Não","Sim","Brasília","55 a 64 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",3461.21604881199
"Abaixo do peso","Não","Não","Boa Vista","65 a 74 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",78.9800398927118
"Eutrofia","Não","Sim","João Pessoa","65 a 74 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",809.752579191341
"Abaixo do peso","Não","Não","Florianópolis","65 a 74 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",689.89729469743
"Eutrofia","Não","Sim","Porto Alegre","65 a 74 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",928.119457370074
"Abaixo do peso","Não","Não","Brasília","65 a 74 anos","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",1193.60292336157
"Abaixo do peso","Não","Não","João Pessoa","75 anos ou mais","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",470.718500249895
"Eutrofia","Não","Sim","Vitória","75 anos ou mais","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",266.460390150772
"Eutrofia","Não","Sim","Porto Alegre","75 anos ou mais","Mais de 3 SM","Urbano","Masculino","Superior incompleto ou equivalente",917.64137040886
"Abaixo do peso","Não","Não","Brasília","25 a 29 anos","1/2 até 1 SM","Rural","Masculino","Superior incompleto ou equivalente",459.437016621031
"Abaixo do peso","Não","Não","João Pessoa","30 a 34 anos","1/2 até 1 SM","Rural","Masculino","Superior incompleto ou equivalente",65.5933362139873
"Sobrepeso","Sim","Sim","Porto Velho","35 a 44 anos","1/2 até 1 SM","Rural","Masculino","Superior incompleto ou equivalente",577.187412641196
"Eutrofia","Não","Sim","São Paulo","18 a 24 anos","1 até 2 SM","Rural","Masculino","Superior incompleto ou equivalente",827.13988572476
"Obesidade grau I","Sim","Sim","Goiânia","30 a 34 anos","1 até 2 SM","Rural","Masculino","Superior incompleto ou equivalente",227.670863043169
"Eutrofia","Não","Sim","Brasília","35 a 44 anos","1 até 2 SM","Rural","Masculino","Superior incompleto ou equivalente",186.801438700828
"Abaixo do peso","Não","Não","Brasília","18 a 24 anos","2 até 3 SM","Rural","Masculino","Superior incompleto ou equivalente",1334.14593089742
"Abaixo do peso","Não","Não","Palmas","35 a 44 anos","Mais de 3 SM","Rural","Masculino","Superior incompleto ou equivalente",97.7260302249925
"Abaixo do peso","Não","Não","Porto Velho","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",881.958957869315
"Abaixo do peso","Não","Não","Rio Branco","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",345.184959537606
"Eutrofia","Não","Sim","Manaus","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",6226.92172747686
"Abaixo do peso","Não","Não","Manaus","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",610.411802378413
"Eutrofia","Não","Sim","Boa Vista","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",334.153656915306
"Abaixo do peso","Não","Não","Boa Vista","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",624.316289571309
"Eutrofia","Não","Sim","Belém","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",1459.770123295
"Abaixo do peso","Não","Não","Belém","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",1216.58696252513
"Sobrepeso","Sim","Sim","Macapá","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",194.534860209246
"Eutrofia","Não","Sim","Macapá","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",521.361901059274
"Abaixo do peso","Não","Não","Macapá","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",560.574854117074
"Eutrofia","Não","Sim","Palmas","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",96.9369392438347
"Eutrofia","Não","Sim","Teresina","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",1141.44747662823
"Abaixo do peso","Não","Não","Teresina","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",2018.92069465328
"Abaixo do peso","Não","Não","Aracaju","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",2671.77565495181
"Sobrepeso","Sim","Sim","Salvador","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",2194.97794316732
"Eutrofia","Não","Sim","Vitória","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",188.661673998814
"Abaixo do peso","Não","Não","Vitória","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",328.205415408551
"Abaixo do peso","Não","Não","Rio de Janeiro","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",2884.66141645662
"Abaixo do peso","Não","Não","Curitiba","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",4347.4029216949
"Abaixo do peso","Não","Não","Porto Alegre","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",754.932711125084
"Abaixo do peso","Não","Não","Brasília","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",550.72899215684
"Eutrofia","Não","Sim","Boa Vista","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",275.269116598713
"Abaixo do peso","Não","Não","Boa Vista","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",428.23599219278
"Eutrofia","Não","Não","Boa Vista","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",127.359393240975
"Abaixo do peso","Não","Não","Palmas","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",330.775907826634
"Eutrofia","Não","Não","João Pessoa","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",238.556175760187
"Eutrofia","Não","Sim","Recife","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",1070.716123526
"Eutrofia","Não","Sim","Maceió","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",613.021387948737
"Abaixo do peso","Não","Não","Salvador","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",1125.06322986276
"Eutrofia","Não","Sim","Curitiba","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",648.329372851642
"Abaixo do peso","Não","Não","Porto Alegre","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",987.302704188721
"Eutrofia","Não","Sim","Campo Grande","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",295.424003084564
"Abaixo do peso","Não","Não","Cuiabá","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",1156.71637328165
"Obesidade grau I","Sim","Sim","Goiânia","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",1355.08491039055
"Sobrepeso","Sim","Sim","Brasília","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",1614.56342817155
"Eutrofia","Não","Sim","Brasília","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",848.755363701012
"Eutrofia","Não","Sim","Manaus","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",439.171080574479
"Eutrofia","Não","Sim","Boa Vista","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",175.360045673922
"Abaixo do peso","Não","Não","Boa Vista","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",107.480930630988
"Abaixo do peso","Não","Não","Palmas","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",445.089628528635
"Eutrofia","Não","Sim","São Luís","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",664.368198893502
"Abaixo do peso","Não","Não","Teresina","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",518.415802135282
"Abaixo do peso","Não","Não","Fortaleza","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",1914.07109393001
"Eutrofia","Não","Sim","Natal","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",735.407610340326
"Sobrepeso","Sim","Sim","João Pessoa","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",461.084268240469
"Abaixo do peso","Não","Não","João Pessoa","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",376.354214512871
"Abaixo do peso","Não","Não","Maceió","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",645.170824761738
"Abaixo do peso","Não","Não","Aracaju","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",561.176183775057
"Abaixo do peso","Não","Não","Salvador","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",1050.78059497209
"Eutrofia","Não","Sim","Vitória","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",502.979619946734
"Sobrepeso","Sim","Sim","Campo Grande","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",310.415395846385
"Abaixo do peso","Não","Não","Cuiabá","30 a 34 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",780.188147504068
"Sobrepeso","Sim","Sim","Porto Velho","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",278.16188554799
"Eutrofia","Não","Sim","Rio Branco","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",219.484366859769
"Abaixo do peso","Não","Não","Manaus","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",954.210377214104
"Eutrofia","Não","Sim","Boa Vista","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",83.6282657715474
"Abaixo do peso","Não","Não","Boa Vista","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",347.888822748644
"Eutrofia","Não","Sim","Belém","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",1585.89408562586
"Obesidade grau I","Sim","Sim","Macapá","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",107.539178009684
"Eutrofia","Não","Sim","Macapá","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",186.657287537761
"Eutrofia","Não","Sim","Palmas","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",201.307567222658
"Eutrofia","Não","Sim","Teresina","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",384.645992387892
"Obesidade grau III","Sim","Sim","Fortaleza","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",3534.88024374953
"Eutrofia","Não","Sim","Natal","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",1940.28567555485
"Sobrepeso","Sim","Sim","Recife","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",978.424752825598
"Eutrofia","Não","Sim","Maceió","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",690.372383361969
"Abaixo do peso","Não","Não","Maceió","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",1276.18425952139
"Obesidade grau III","Sim","Sim","Salvador","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",701.003857811525
"Sobrepeso","Sim","Sim","Vitória","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",278.006430800272
"Abaixo do peso","Não","Não","Rio de Janeiro","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",2906.34534821341
"Eutrofia","Não","Sim","Florianópolis","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",574.524821956243
"Eutrofia","Não","Sim","Porto Alegre","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",869.614883067614
"Sobrepeso","Sim","Sim","Cuiabá","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",904.511376174349
"Eutrofia","Não","Sim","Brasília","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",897.016671544249
"Eutrofia","Não","Não","Brasília","35 a 44 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",1404.1370262022
"Eutrofia","Não","Não","Maceió","45 a 54 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",1799.3399304029
"Eutrofia","Não","Sim","Salvador","45 a 54 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",987.198027143736
"Eutrofia","Não","Sim","Florianópolis","45 a 54 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",276.894068642275
"Sobrepeso","Não","Sim","Brasília","45 a 54 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",429.451663090098
"Abaixo do peso","Não","Não","Recife","55 a 64 anos","Até 1/2 SM","Urbano","Feminino","Superior incompleto ou equivalente",4523.3571340401
"Obesidade grau III","Sim","Sim","Porto Velho","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",464.271541177414
"Abaixo do peso","Não","Não","Porto Velho","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",291.829249646833
"Abaixo do peso","Não","Não","Rio Branco","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",1091.51067472736
"Abaixo do peso","Não","Não","Manaus","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",3523.52642923835
"Eutrofia","Não","Sim","Boa Vista","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",292.177415312095
"Abaixo do peso","Não","Não","Boa Vista","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",856.023234713958
"Eutrofia","Não","Sim","Macapá","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",994.994903342616
"Abaixo do peso","Não","Não","Palmas","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",747.485450582106
"Eutrofia","Não","Sim","São Luís","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",1421.76291183376
"Abaixo do peso","Não","Não","São Luís","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",779.311928663246
"Eutrofia","Não","Sim","Teresina","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",1096.17941861787
"Abaixo do peso","Não","Não","Teresina","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",965.464637559444
"Abaixo do peso","Não","Não","Natal","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",1894.38385114096
"Abaixo do peso","Não","Não","João Pessoa","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",821.350191444614
"Abaixo do peso","Não","Não","Recife","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",1717.94431315782
"Eutrofia","Não","Sim","Aracaju","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",1077.12620683133
"Abaixo do peso","Não","Não","Aracaju","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",1871.68491871944
"Obesidade grau I","Sim","Sim","Salvador","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",3582.18418822511
"Eutrofia","Não","Sim","Salvador","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",1820.27984459579
"Sobrepeso","Sim","Sim","Belo Horizonte","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",1055.29138964816
"Abaixo do peso","Não","Não","Belo Horizonte","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",2545.10952790613
"Abaixo do peso","Não","Não","Vitória","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",899.498835110763
"Eutrofia","Não","Sim","Rio de Janeiro","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",3040.93397956319
"Abaixo do peso","Não","Não","São Paulo","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",13363.0037770679
"Sobrepeso","Sim","Sim","Campo Grande","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",563.443334885786
"Eutrofia","Não","Sim","Campo Grande","18 a 24 anos","1/2 até 1 SM","Urbano","Feminino","Superior incompleto ou equivalente",554.303110493465
