"IMC_classif","obesid","excpeso","Unidades_da_Federacao","faixa_idade","rend_per_capita","Sit_Urbano_Rural","Sexo","gescol","Freq"
"Eutrofia","Não","Sim","Ceará","18 a 24 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",41230.8868476915
"Eutrofia","Não","Sim","Paraíba","18 a 24 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",60186.8693695972
"Eutrofia","Não","Sim","Rio de Janeiro","18 a 24 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",34875.9840671503
"Abaixo do peso","Não","Não","Paraná","18 a 24 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",9827.31067889311
"Eutrofia","Não","Sim","Santa Catarina","18 a 24 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",27544.5518534943
"Abaixo do peso","Não","Não","Mato Grosso do Sul","18 a 24 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",16444.3570004467
"Abaixo do peso","Não","Não","Distrito Federal","18 a 24 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",29916.7331389258
"Eutrofia","Não","Sim","Maranhão","25 a 39 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",3800.02278279838
"Eutrofia","Não","Sim","Piauí","25 a 39 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",18267.2249311834
"Eutrofia","Não","Sim","Pernambuco","25 a 39 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",29343.1661340873
"Abaixo do peso","Não","Não","Pernambuco","25 a 39 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",51534.2439886053
"Eutrofia","Não","Sim","Minas Gerais","25 a 39 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",68898.5224385807
"Eutrofia","Não","Sim","Paraná","25 a 39 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",33468.0964165618
"Obesidade grau I","Sim","Sim","Rio Grande do Sul","25 a 39 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",18412.9825433022
"Abaixo do peso","Não","Não","Rio Grande do Sul","25 a 39 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",75124.9952133336
"Obesidade grau III","Sim","Sim","Mato Grosso do Sul","25 a 39 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",13808.9166304247
"Eutrofia","Não","Sim","Amapá","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",1375.72589378763
"Eutrofia","Não","Sim","Bahia","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",6393.08098356407
"Sobrepeso","Sim","Sim","Minas Gerais","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",26994.9973055855
"Eutrofia","Não","Sim","Rio de Janeiro","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",24646.4404979801
"Eutrofia","Não","Sim","São Paulo","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",117543.295287362
"Eutrofia","Não","Sim","Paraná","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",54409.3100716905
"Sobrepeso","Sim","Sim","Rio Grande do Sul","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",27118.1766800087
"Obesidade grau I","Sim","Sim","Rio Grande do Sul","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",9433.67864233345
"Eutrofia","Não","Sim","Rio Grande do Sul","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",55113.2048191102
"Sobrepeso","Não","Sim","Rio Grande do Sul","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",20074.6755783714
"Eutrofia","Não","Não","Rio Grande do Sul","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",9117.41931401381
"Eutrofia","Não","Sim","Goiás","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",3016.05170163508
"Eutrofia","Não","Sim","Paraíba","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",20214.4288668191
"Eutrofia","Não","Sim","Rio Grande do Sul","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",9400.97470528688
"Abaixo do peso","Não","Não","Distrito Federal","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Superior incompleto ou equivalente",6642.45031134565
"Obesidade grau I","Sim","Sim","Pará","18 a 24 anos","Até 1/2 SM","Rural","Homem","Superior incompleto ou equivalente",4029.6275451768
"Eutrofia","Não","Sim","Ceará","18 a 24 anos","1/2 até 1 SM","Rural","Homem","Superior incompleto ou equivalente",8990.94587518784
"Eutrofia","Não","Sim","Amapá","25 a 39 anos","1/2 até 1 SM","Rural","Homem","Superior incompleto ou equivalente",2259.57926683438
"Abaixo do peso","Não","Não","Rio de Janeiro","18 a 24 anos","1 até 2 SM","Rural","Homem","Superior incompleto ou equivalente",942.401319569847
"Obesidade grau I","Sim","Sim","Pará","25 a 39 anos","1 até 2 SM","Rural","Homem","Superior incompleto ou equivalente",20422.0074839482
"Eutrofia","Não","Sim","Maranhão","25 a 39 anos","1 até 2 SM","Rural","Homem","Superior incompleto ou equivalente",8903.75978711982
"Abaixo do peso","Não","Não","Alagoas","25 a 39 anos","1 até 2 SM","Rural","Homem","Superior incompleto ou equivalente",3553.78841510655
"Eutrofia","Não","Sim","Minas Gerais","25 a 39 anos","1 até 2 SM","Rural","Homem","Superior incompleto ou equivalente",4145.32205184584
"Abaixo do peso","Não","Não","Minas Gerais","25 a 39 anos","1 até 2 SM","Rural","Homem","Superior incompleto ou equivalente",5393.51632926638
"Eutrofia","Não","Sim","Espírito Santo","40 a 59 anos","1 até 2 SM","Rural","Homem","Superior incompleto ou equivalente",11941.4371280215
"Eutrofia","Não","Sim","Rio de Janeiro","18 a 24 anos","2 até 3 SM","Rural","Homem","Superior incompleto ou equivalente",14445.8480155713
"Eutrofia","Não","Sim","São Paulo","60 anos ou mais","2 até 3 SM","Rural","Homem","Superior incompleto ou equivalente",3722.0896147969
"Sobrepeso","Sim","Sim","São Paulo","40 a 59 anos","Mais de 3 SM","Rural","Homem","Superior incompleto ou equivalente",10907.7521524191
"Eutrofia","Não","Sim","Rio Grande do Sul","40 a 59 anos","Mais de 3 SM","Rural","Homem","Superior incompleto ou equivalente",7412.96974011823
"Abaixo do peso","Não","Não","Bahia","60 anos ou mais","Mais de 3 SM","Rural","Homem","Superior incompleto ou equivalente",5485.22160054951
"Abaixo do peso","Não","Não","São Paulo","60 anos ou mais","Mais de 3 SM","Rural","Homem","Superior incompleto ou equivalente",7277.73964411898
"Abaixo do peso","Não","Não","Rondônia","18 a 24 anos","Até 1/2 SM","Urbano","Mulher","Superior incompleto ou equivalente",19947.0954327254
"Eutrofia","Não","Sim","Piauí","18 a 24 anos","Até 1/2 SM","Urbano","Mulher","Superior incompleto ou equivalente",5442.62563340152
"Abaixo do peso","Não","Não","Paraná","18 a 24 anos","Até 1/2 SM","Urbano","Mulher","Superior incompleto ou equivalente",10000.5239689039
"Abaixo do peso","Não","Não","Rio Grande do Sul","18 a 24 anos","Até 1/2 SM","Urbano","Mulher","Superior incompleto ou equivalente",26587.1180309895
"Obesidade grau I","Sim","Sim","Mato Grosso","18 a 24 anos","Até 1/2 SM","Urbano","Mulher","Superior incompleto ou equivalente",6409.37006851856
"Obesidade grau I","Sim","Sim","Rondônia","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Superior incompleto ou equivalente",11155.9493852816
"Eutrofia","Não","Sim","Bahia","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Superior incompleto ou equivalente",1615.20706734234
"Abaixo do peso","Não","Não","Bahia","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Superior incompleto ou equivalente",13282.2491221004
"Sobrepeso","Sim","Sim","Minas Gerais","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Superior incompleto ou equivalente",50867.9175639028
"Eutrofia","Não","Sim","Rio de Janeiro","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Superior incompleto ou equivalente",1955.08427591643
"Abaixo do peso","Não","Não","São Paulo","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Superior incompleto ou equivalente",33669.8814002766
"Eutrofia","Não","Sim","Paraná","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Superior incompleto ou equivalente",12976.263040773
"Eutrofia","Não","Sim","Pará","40 a 59 anos","Até 1/2 SM","Urbano","Mulher","Superior incompleto ou equivalente",6425.43449622029
"Abaixo do peso","Não","Não","Pará","18 a 24 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",39830.7006650411
"Eutrofia","Não","Sim","Tocantins","18 a 24 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",21830.8731111175
"Abaixo do peso","Não","Não","Ceará","18 a 24 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",63931.2668048097
"Abaixo do peso","Não","Não","São Paulo","18 a 24 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",31248.1693323531
"Abaixo do peso","Não","Não","Paraná","18 a 24 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",53472.5208937843
"Eutrofia","Não","Sim","Amazonas","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",9474.61176476115
"Eutrofia","Não","Sim","Pará","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",17708.0828156085
"Sobrepeso","Sim","Sim","Paraíba","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",20684.9912446209
"Abaixo do peso","Não","Não","Alagoas","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",12059.260895719
"Abaixo do peso","Não","Não","Bahia","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",9016.80130605748
"Obesidade grau I","Sim","Sim","São Paulo","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",238103.422401434
"Obesidade grau III","Sim","Sim","São Paulo","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",80417.7526031821
"Abaixo do peso","Não","Não","Goiás","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",95425.1143954787
"Obesidade grau III","Sim","Sim","Tocantins","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",9485.63217061951
"Abaixo do peso","Não","Não","Piauí","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",5793.40734421981
"Abaixo do peso","Não","Não","Bahia","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Superior incompleto ou equivalente",39219.4401178001
"Abaixo do peso","Não","Não","Rondônia","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",8378.90417009671
"Sobrepeso","Sim","Sim","Roraima","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",20153.7683832292
"Sobrepeso","Sim","Sim","Bahia","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",16821.9639016111
"Abaixo do peso","Não","Não","Minas Gerais","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",64703.6158175699
"Abaixo do peso","Não","Não","Paraná","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",18699.4759096034
"Abaixo do peso","Não","Não","Amazonas","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",69492.4680547401
"Sobrepeso","Sim","Sim","Pará","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",110651.702137223
"Eutrofia","Não","Sim","Ceará","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",16057.5927332502
"Abaixo do peso","Não","Não","Alagoas","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",8590.7043287161
"Abaixo do peso","Não","Não","Minas Gerais","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",12772.5266792651
"Abaixo do peso","Não","Não","Rio de Janeiro","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",33162.9512997429
"Sobrepeso","Sim","Sim","Rio Grande do Sul","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",17396.8988977818
"Eutrofia","Não","Sim","Rio Grande do Sul","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",50495.4813374801
"Abaixo do peso","Não","Não","Rio Grande do Sul","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",12311.8429647281
"Abaixo do peso","Não","Não","Maranhão","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",12920.7717021038
"Eutrofia","Não","Sim","Goiás","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",9628.70611272992
"Eutrofia","Não","Sim","Distrito Federal","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",17115.006834348
"Sobrepeso","Sim","Sim","Alagoas","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",58017.7902329431
"Abaixo do peso","Não","Não","Rio Grande do Sul","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Superior incompleto ou equivalente",12264.2118668036
"Eutrofia","Não","Sim","Maranhão","18 a 24 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",10957.7787935478
"Eutrofia","Não","Sim","Minas Gerais","18 a 24 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",45829.7320487838
"Abaixo do peso","Não","Não","Mato Grosso do Sul","18 a 24 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",65076.9197197484
"Abaixo do peso","Não","Não","Pará","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",6225.86334304674
"Eutrofia","Não","Sim","Amapá","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",2588.6069752157
"Sobrepeso","Sim","Sim","Minas Gerais","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",24074.2477254546
"Eutrofia","Não","Sim","Minas Gerais","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",4924.7618287134
"Sobrepeso","Sim","Sim","Rio de Janeiro","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",29839.3513396674
"Abaixo do peso","Não","Não","São Paulo","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",60979.4694405507
"Sobrepeso","Sim","Sim","Rio Grande do Sul","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",11324.8370233496
"Sobrepeso","Sim","Sim","Ceará","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",22209.2772476652
"Eutrofia","Não","Sim","Sergipe","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",28996.6779219585
"Obesidade grau I","Sim","Sim","Bahia","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",40146.4491586416
"Eutrofia","Não","Sim","Bahia","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",37066.9062047862
"Eutrofia","Não","Sim","Rio de Janeiro","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",22810.4757028074
"Abaixo do peso","Não","Não","São Paulo","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",94930.6157591879
"Eutrofia","Não","Sim","Mato Grosso","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",8582.52117841141
"Abaixo do peso","Não","Não","Minas Gerais","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",58474.5500660461
"Eutrofia","Não","Sim","Rio Grande do Sul","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",16404.5424040815
"Sobrepeso","Sim","Sim","Pernambuco","18 a 24 anos","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",16376.5213868623
"Abaixo do peso","Não","Não","Rio de Janeiro","18 a 24 anos","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",15776.1921070338
"Eutrofia","Não","Sim","São Paulo","18 a 24 anos","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",119012.340144205
"Obesidade grau I","Sim","Sim","Paraná","18 a 24 anos","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",14021.0578334955
"Eutrofia","Não","Sim","Pará","25 a 39 anos","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",17884.8792310439
"Eutrofia","Não","Sim","Piauí","25 a 39 anos","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",18314.2821818244
"Abaixo do peso","Não","Não","Bahia","25 a 39 anos","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",14368.4797524437
"Abaixo do peso","Não","Não","Paraná","25 a 39 anos","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",18296.6074425366
"Eutrofia","Não","Sim","Rio Grande do Sul","25 a 39 anos","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",24623.6859294679
"Eutrofia","Não","Sim","Mato Grosso do Sul","25 a 39 anos","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",23725.7860831644
"Sobrepeso","Sim","Sim","Minas Gerais","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",6641.3968324987
"Obesidade grau III","Sim","Sim","Rio de Janeiro","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",78932.3081322897
"Eutrofia","Não","Sim","Rio de Janeiro","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",57055.207422944
"Abaixo do peso","Não","Não","Rio Grande do Sul","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",5324.20032709325
"Eutrofia","Não","Sim","Mato Grosso do Sul","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",33559.5853229278
"Abaixo do peso","Não","Não","Pará","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",40556.9564083317
"Sobrepeso","Sim","Sim","Bahia","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",13540.4967587562
"Sobrepeso","Sim","Sim","São Paulo","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",17224.1322065289
"Abaixo do peso","Não","Não","São Paulo","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Superior incompleto ou equivalente",166605.577285645
"Sobrepeso","Sim","Sim","Ceará","18 a 24 anos","Até 1/2 SM","Rural","Mulher","Superior incompleto ou equivalente",17688.6967338833
"Abaixo do peso","Não","Não","Rio Grande do Norte","18 a 24 anos","Até 1/2 SM","Rural","Mulher","Superior incompleto ou equivalente",51567.4675109756
"Eutrofia","Não","Sim","Ceará","25 a 39 anos","Até 1/2 SM","Rural","Mulher","Superior incompleto ou equivalente",13935.1382350571
"Abaixo do peso","Não","Não","Ceará","25 a 39 anos","Até 1/2 SM","Rural","Mulher","Superior incompleto ou equivalente",6762.66314116527
"Abaixo do peso","Não","Não","Paraíba","25 a 39 anos","Até 1/2 SM","Rural","Mulher","Superior incompleto ou equivalente",33588.2916029561
"Abaixo do peso","Não","Não","Bahia","25 a 39 anos","Até 1/2 SM","Rural","Mulher","Superior incompleto ou equivalente",2047.0711564128
"Abaixo do peso","Não","Não","Rondônia","18 a 24 anos","1/2 até 1 SM","Rural","Mulher","Superior incompleto ou equivalente",14365.6099683185
"Abaixo do peso","Não","Não","Amapá","18 a 24 anos","1/2 até 1 SM","Rural","Mulher","Superior incompleto ou equivalente",6628.87093363831
"Abaixo do peso","Não","Não","Ceará","18 a 24 anos","1/2 até 1 SM","Rural","Mulher","Superior incompleto ou equivalente",54198.3963676253
"Abaixo do peso","Não","Não","São Paulo","18 a 24 anos","1/2 até 1 SM","Rural","Mulher","Superior incompleto ou equivalente",4815.82097003843
"Eutrofia","Não","Sim","Pará","25 a 39 anos","1/2 até 1 SM","Rural","Mulher","Superior incompleto ou equivalente",18698.4464541896
"Abaixo do peso","Não","Não","Pará","25 a 39 anos","1/2 até 1 SM","Rural","Mulher","Superior incompleto ou equivalente",958.447451143037
"Obesidade grau I","Sim","Sim","Bahia","25 a 39 anos","1/2 até 1 SM","Rural","Mulher","Superior incompleto ou equivalente",5839.88224281373
"Sobrepeso","Sim","Sim","São Paulo","25 a 39 anos","1/2 até 1 SM","Rural","Mulher","Superior incompleto ou equivalente",2693.37734767061
"Abaixo do peso","Não","Não","Maranhão","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Superior incompleto ou equivalente",3457.60197391174
"Abaixo do peso","Não","Não","Paraná","18 a 24 anos","1 até 2 SM","Rural","Mulher","Superior incompleto ou equivalente",5374.64255512772
"Obesidade grau III","Sim","Sim","Bahia","25 a 39 anos","1 até 2 SM","Rural","Mulher","Superior incompleto ou equivalente",3893.25482854639
"Eutrofia","Não","Sim","Rio Grande do Sul","25 a 39 anos","1 até 2 SM","Rural","Mulher","Superior incompleto ou equivalente",3195.81250232796
"Sobrepeso","Sim","Sim","Goiás","25 a 39 anos","1 até 2 SM","Rural","Mulher","Superior incompleto ou equivalente",473.946794398126
"Sobrepeso","Sim","Sim","Piauí","40 a 59 anos","1 até 2 SM","Rural","Mulher","Superior incompleto ou equivalente",7203.72382582307
"Sobrepeso","Sim","Sim","Goiás","40 a 59 anos","1 até 2 SM","Rural","Mulher","Superior incompleto ou equivalente",655.51642344278
"Sobrepeso","Sim","Sim","Bahia","60 anos ou mais","1 até 2 SM","Rural","Mulher","Superior incompleto ou equivalente",10907.5212791348
"Abaixo do peso","Não","Não","Rio Grande do Sul","25 a 39 anos","Mais de 3 SM","Rural","Mulher","Superior incompleto ou equivalente",6206.87011126392
"Eutrofia","Não","Sim","Pará","25 a 39 anos","Até 1/2 SM","Urbano","Homem","Superior completo",4240.60468672956
"Abaixo do peso","Não","Não","Alagoas","25 a 39 anos","Até 1/2 SM","Urbano","Homem","Superior completo",11779.341981114
"Abaixo do peso","Não","Não","Bahia","25 a 39 anos","Até 1/2 SM","Urbano","Homem","Superior completo",14267.8761391137
"Eutrofia","Não","Sim","Alagoas","40 a 59 anos","Até 1/2 SM","Urbano","Homem","Superior completo",10211.4029963331
"Eutrofia","Não","Sim","Minas Gerais","40 a 59 anos","Até 1/2 SM","Urbano","Homem","Superior completo",3673.64160273939
"Abaixo do peso","Não","Não","Santa Catarina","40 a 59 anos","Até 1/2 SM","Urbano","Homem","Superior completo",17855.1973629764
"Abaixo do peso","Não","Não","Rio Grande do Norte","60 anos ou mais","Até 1/2 SM","Urbano","Homem","Superior completo",7395.04542289911
"Eutrofia","Não","Sim","Paraná","60 anos ou mais","Até 1/2 SM","Urbano","Homem","Superior completo",28190.3252523619
"Abaixo do peso","Não","Não","Minas Gerais","18 a 24 anos","1/2 até 1 SM","Urbano","Homem","Superior completo",15746.7150441739
"Obesidade grau I","Sim","Sim","Amazonas","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Superior completo",32127.2871680212
"Eutrofia","Não","Sim","Pará","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Superior completo",11552.4933167693
"Abaixo do peso","Não","Não","Ceará","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Superior completo",14728.5041806931
"Eutrofia","Não","Sim","Pernambuco","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Superior completo",6965.03684996057
"Eutrofia","Não","Sim","Bahia","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Superior completo",125085.155187544
"Sobrepeso","Sim","Sim","Minas Gerais","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Superior completo",63301.8261354039
"Abaixo do peso","Não","Não","São Paulo","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Superior completo",194158.682743959
"Sobrepeso","Sim","Sim","Mato Grosso do Sul","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Superior completo",9497.45628891104
"Sobrepeso","Não","Sim","Goiás","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Superior completo",50796.075637761
"Abaixo do peso","Não","Não","Goiás","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Superior completo",17583.2501623885
"Sobrepeso","Sim","Sim","Amazonas","40 a 59 anos","1/2 até 1 SM","Urbano","Homem","Superior completo",42516.2244816112
"Eutrofia","Não","Sim","Amazonas","40 a 59 anos","1/2 até 1 SM","Urbano","Homem","Superior completo",25485.4194408373
"Eutrofia","Não","Sim","Alagoas","40 a 59 anos","1/2 até 1 SM","Urbano","Homem","Superior completo",23837.0707406465
"Obesidade grau III","Sim","Sim","São Paulo","18 a 24 anos","1 até 2 SM","Urbano","Homem","Superior completo",73527.6072578475
"Sobrepeso","Sim","Sim","Mato Grosso","18 a 24 anos","1 até 2 SM","Urbano","Homem","Superior completo",23368.1604659944
"Eutrofia","Não","Sim","Amazonas","25 a 39 anos","1 até 2 SM","Urbano","Homem","Superior completo",34020.0505763305
"Abaixo do peso","Não","Não","Amapá","25 a 39 anos","1 até 2 SM","Urbano","Homem","Superior completo",12820.0950805372
"Abaixo do peso","Não","Não","Maranhão","25 a 39 anos","1 até 2 SM","Urbano","Homem","Superior completo",6356.3866146198
"Eutrofia","Não","Sim","Piauí","25 a 39 anos","1 até 2 SM","Urbano","Homem","Superior completo",5120.8164547081
"Eutrofia","Não","Sim","Ceará","25 a 39 anos","1 até 2 SM","Urbano","Homem","Superior completo",18306.6441051207
"Eutrofia","Não","Sim","Sergipe","25 a 39 anos","1 até 2 SM","Urbano","Homem","Superior completo",18209.2783874899
"Abaixo do peso","Não","Não","Minas Gerais","25 a 39 anos","1 até 2 SM","Urbano","Homem","Superior completo",57591.9859956286
"Eutrofia","Não","Sim","Espírito Santo","25 a 39 anos","1 até 2 SM","Urbano","Homem","Superior completo",5357.55485403105
"Eutrofia","Não","Sim","São Paulo","25 a 39 anos","1 até 2 SM","Urbano","Homem","Superior completo",116509.912425953
"Eutrofia","Não","Sim","Paraná","25 a 39 anos","1 até 2 SM","Urbano","Homem","Superior completo",45824.2675312958
"Sobrepeso","Sim","Sim","Mato Grosso","25 a 39 anos","1 até 2 SM","Urbano","Homem","Superior completo",33372.8965305832
"Abaixo do peso","Não","Não","Mato Grosso","25 a 39 anos","1 até 2 SM","Urbano","Homem","Superior completo",63245.9100484228
"Eutrofia","Não","Sim","Goiás","25 a 39 anos","1 até 2 SM","Urbano","Homem","Superior completo",85215.1637036992
"Eutrofia","Não","Sim","Rondônia","40 a 59 anos","1 até 2 SM","Urbano","Homem","Superior completo",14401.5725164748
"Sobrepeso","Sim","Sim","Amazonas","40 a 59 anos","1 até 2 SM","Urbano","Homem","Superior completo",14940.5765423194
