"IMC_classif","obesid","excpeso","Unidades_da_Federacao","faixa_idade","rend_per_capita","Sit_Urbano_Rural","Sexo","gescol","Freq"
"Abaixo do peso","Não","Não","São Paulo","65 a 74 anos","2 até 3 SM","Rural","Feminino","Médio completo ou equivalente",246.211652417254
"Sobrepeso","Sim","Sim","Paraná","65 a 74 anos","2 até 3 SM","Rural","Feminino","Médio completo ou equivalente",2616.64549760696
"Eutrofia","Não","Sim","Mato Grosso do Sul","65 a 74 anos","2 até 3 SM","Rural","Feminino","Médio completo ou equivalente",221.008846256705
"Abaixo do peso","Não","Não","Rondônia","18 a 24 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",554.698453534143
"Eutrofia","Não","Sim","Tocantins","18 a 24 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",89.6047671629191
"Abaixo do peso","Não","Não","Rio Grande do Sul","18 a 24 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",6714.44510091631
"Sobrepeso","Sim","Sim","Piauí","25 a 29 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",1837.60120318576
"Sobrepeso","Sim","Sim","São Paulo","25 a 29 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",1309.3377539342
"Abaixo do peso","Não","Não","Rio Grande do Sul","25 a 29 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",1705.46631760709
"Sobrepeso","Sim","Sim","Goiás","25 a 29 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",594.327887895057
"Obesidade grau I","Sim","Sim","Paraná","30 a 34 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",463.892027514262
"Eutrofia","Não","Sim","Santa Catarina","30 a 34 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",3027.48183626562
"Sobrepeso","Sim","Sim","Goiás","30 a 34 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",80.1280105114973
"Eutrofia","Não","Sim","São Paulo","35 a 44 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",668.057444759514
"Obesidade grau I","Sim","Sim","Rio Grande do Sul","35 a 44 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",1469.44196115254
"Obesidade grau I","Sim","Sim","Rondônia","45 a 54 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",200.956974235734
"Abaixo do peso","Não","Não","Rondônia","45 a 54 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",188.684043090498
"Abaixo do peso","Não","Não","Amazonas","45 a 54 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",129.84784594359
"Eutrofia","Não","Sim","Tocantins","45 a 54 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",105.169140821375
"Sobrepeso","Sim","Sim","Piauí","45 a 54 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",3566.18704746082
"Eutrofia","Não","Sim","Mato Grosso do Sul","45 a 54 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",1095.09129324968
"Abaixo do peso","Não","Não","Mato Grosso do Sul","45 a 54 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",207.334989242703
"Eutrofia","Não","Sim","Distrito Federal","45 a 54 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",686.957268230494
"Sobrepeso","Sim","Sim","Minas Gerais","55 a 64 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",560.88898448999
"Obesidade grau I","Sim","Sim","Santa Catarina","55 a 64 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",8559.82864434752
"Abaixo do peso","Não","Não","Goiás","55 a 64 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",475.315954319743
"Obesidade grau III","Sim","Sim","Roraima","65 a 74 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",20.0200674757109
"Eutrofia","Não","Sim","São Paulo","65 a 74 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",568.381326011992
"Abaixo do peso","Não","Não","Distrito Federal","65 a 74 anos","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",715.154092724776
"Abaixo do peso","Não","Não","Rio Grande do Sul","75 anos ou mais","Mais de 3 SM","Rural","Feminino","Médio completo ou equivalente",1530.91560534775
"Abaixo do peso","Não","Não","Pará","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",8691.50068994753
"Abaixo do peso","Não","Não","Amapá","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",230.965237576433
"Abaixo do peso","Não","Não","Maranhão","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1056.26769001988
"Eutrofia","Não","Sim","Piauí","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",892.789315958309
"Abaixo do peso","Não","Não","Piauí","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",3195.86909024687
"Abaixo do peso","Não","Não","Rio Grande do Norte","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",706.12571947102
"Abaixo do peso","Não","Não","Pernambuco","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",2915.91891820041
"Eutrofia","Não","Não","Alagoas","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",4354.93444891451
"Eutrofia","Não","Sim","Sergipe","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",989.210337725957
"Abaixo do peso","Não","Não","Sergipe","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1967.56931150205
"Eutrofia","Não","Sim","Espírito Santo","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",227.097353625911
"Abaixo do peso","Não","Não","Espírito Santo","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",113.548676812955
"Sobrepeso","Sim","Sim","Rio de Janeiro","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",2647.09335150102
"Abaixo do peso","Não","Não","Paraná","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",591.633585486175
"Abaixo do peso","Não","Não","Santa Catarina","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",3028.83036635429
"Abaixo do peso","Não","Não","Rio Grande do Sul","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",911.889921454187
"Abaixo do peso","Não","Não","Mato Grosso do Sul","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",809.958295175635
"Abaixo do peso","Não","Não","Goiás","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",5334.5285040347
"Abaixo do peso","Não","Não","Distrito Federal","18 a 24 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1284.48142294001
"Eutrofia","Não","Sim","Acre","25 a 29 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",613.449324923213
"Abaixo do peso","Não","Não","Amazonas","25 a 29 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1308.23073798517
"Abaixo do peso","Não","Não","Tocantins","25 a 29 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",132.603944562241
"Eutrofia","Não","Sim","Ceará","25 a 29 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",844.837622743321
"Sobrepeso","Sim","Sim","Pernambuco","25 a 29 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",4398.70869716383
"Abaixo do peso","Não","Não","Alagoas","25 a 29 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",3963.71669372886
"Abaixo do peso","Não","Não","Rio de Janeiro","25 a 29 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",2527.19127309241
"Abaixo do peso","Não","Não","Paraná","25 a 29 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1295.66719257363
"Eutrofia","Não","Sim","Goiás","25 a 29 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1417.57338067247
"Abaixo do peso","Não","Não","Distrito Federal","25 a 29 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1437.99389112237
"Abaixo do peso","Não","Não","Amazonas","30 a 34 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1803.84731864195
"Sobrepeso","Sim","Sim","Roraima","30 a 34 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",149.204168893454
"Sobrepeso","Sim","Sim","Pará","30 a 34 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1256.69823890105
"Abaixo do peso","Não","Não","Tocantins","30 a 34 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",847.587804532868
"Eutrofia","Não","Sim","Maranhão","30 a 34 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1784.38992793934
"Obesidade grau I","Sim","Sim","Ceará","30 a 34 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",4525.43876272269
"Eutrofia","Não","Sim","Rio Grande do Norte","30 a 34 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",2492.7207448995
"Eutrofia","Não","Sim","Pernambuco","30 a 34 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1060.45464535405
"Eutrofia","Não","Sim","Alagoas","30 a 34 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",3015.89008570717
"Eutrofia","Não","Sim","Sergipe","30 a 34 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1110.97414277225
"Sobrepeso","Sim","Sim","Minas Gerais","30 a 34 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1227.0435775443
"Eutrofia","Não","Sim","Rio de Janeiro","30 a 34 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",2765.45892954483
"Sobrepeso","Sim","Sim","Santa Catarina","30 a 34 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1673.49484384131
"Abaixo do peso","Não","Não","Mato Grosso do Sul","30 a 34 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",651.258995233178
"Sobrepeso","Sim","Sim","Mato Grosso","30 a 34 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",2379.86224750742
"Sobrepeso","Sim","Sim","Rondônia","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1175.27695334876
"Abaixo do peso","Não","Não","Rondônia","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",364.089577304685
"Abaixo do peso","Não","Não","Acre","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",488.299548608204
"Sobrepeso","Sim","Sim","Amazonas","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",208.753350529809
"Eutrofia","Não","Sim","Amazonas","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",2017.98361058268
"Abaixo do peso","Não","Não","Amazonas","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",547.06266238153
"Sobrepeso","Sim","Sim","Roraima","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",600.146854737751
"Eutrofia","Não","Sim","Roraima","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",292.347214295672
"Abaixo do peso","Não","Não","Roraima","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",302.387322326383
"Eutrofia","Não","Sim","Pará","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",2002.30160195384
"Sobrepeso","Sim","Sim","Amapá","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",177.923666234545
"Sobrepeso","Sim","Sim","Tocantins","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1699.68022637069
"Eutrofia","Não","Sim","Tocantins","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",416.16953953579
"Abaixo do peso","Não","Não","Tocantins","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1038.11503844117
"Sobrepeso","Sim","Sim","Piauí","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",637.061412216868
"Abaixo do peso","Não","Não","Piauí","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1446.09556331827
"Obesidade grau I","Sim","Sim","Ceará","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1094.66718726889
"Eutrofia","Não","Sim","Ceará","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",8719.3812404322
"Eutrofia","Não","Sim","Paraíba","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1099.78275970397
"Abaixo do peso","Não","Não","Paraíba","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",742.748943223593
"Abaixo do peso","Não","Não","Alagoas","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",2040.75771889059
"Abaixo do peso","Não","Não","Sergipe","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1031.44452217387
"Abaixo do peso","Não","Não","Bahia","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",2784.79497815905
"Abaixo do peso","Não","Não","Minas Gerais","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1636.98535098608
"Eutrofia","Não","Sim","Rio de Janeiro","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",8729.22239772611
"Abaixo do peso","Não","Não","Rio de Janeiro","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",2189.73513733902
"Abaixo do peso","Não","Não","Paraná","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",6769.64797136872
"Eutrofia","Não","Sim","Mato Grosso do Sul","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",941.963980840502
"Abaixo do peso","Não","Não","Mato Grosso","35 a 44 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",751.194885553814
"Eutrofia","Não","Sim","Pernambuco","45 a 54 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",3863.02074725546
"Eutrofia","Não","Sim","Rio de Janeiro","45 a 54 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",4302.24992820806
"Eutrofia","Não","Sim","São Paulo","45 a 54 anos","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1838.15305770581
"Abaixo do peso","Não","Não","Rio Grande do Sul","75 anos ou mais","Até 1/2 SM","Urbano","Masculino","Superior incompleto ou equivalente",1002.38097458756
"Abaixo do peso","Não","Não","Rondônia","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",402.196827559867
"Abaixo do peso","Não","Não","Acre","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",2359.70378810967
"Sobrepeso","Sim","Sim","Amazonas","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",2947.39009615615
"Eutrofia","Não","Sim","Amazonas","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",2866.21986695143
"Abaixo do peso","Não","Não","Amazonas","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",3251.17841515109
"Eutrofia","Não","Sim","Roraima","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",110.119416397738
"Abaixo do peso","Não","Não","Roraima","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",430.22560020522
"Eutrofia","Não","Sim","Pará","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",3426.80598595538
"Abaixo do peso","Não","Não","Amapá","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1908.92167380503
"Eutrofia","Não","Sim","Tocantins","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",2804.49000830058
"Abaixo do peso","Não","Não","Tocantins","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1000.46626708372
"Abaixo do peso","Não","Não","Maranhão","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",3616.04803665752
"Abaixo do peso","Não","Não","Piauí","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",6364.15422368036
"Eutrofia","Não","Sim","Rio Grande do Norte","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",856.98026362749
"Abaixo do peso","Não","Não","Rio Grande do Norte","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",9508.79915485898
"Abaixo do peso","Não","Não","Paraíba","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1565.22143067647
"Eutrofia","Não","Sim","Alagoas","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",5357.72013398515
"Abaixo do peso","Não","Não","Alagoas","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",5230.82384014264
"Eutrofia","Não","Sim","Sergipe","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",2623.25136040902
"Abaixo do peso","Não","Não","Bahia","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",5680.82441503228
"Eutrofia","Não","Sim","Rio de Janeiro","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",10460.7523541859
"Abaixo do peso","Não","Não","Rio de Janeiro","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",6469.92096489322
"Eutrofia","Não","Sim","São Paulo","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",20729.0526510381
"Abaixo do peso","Não","Não","São Paulo","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",40717.8353150211
"Eutrofia","Não","Sim","Santa Catarina","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",14741.3108434105
"Eutrofia","Não","Sim","Rio Grande do Sul","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",4903.86589897263
"Abaixo do peso","Não","Não","Mato Grosso do Sul","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",2885.15170083255
"Obesidade grau III","Sim","Sim","Mato Grosso","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1595.60749521468
"Eutrofia","Não","Sim","Goiás","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1486.72416624253
"Abaixo do peso","Não","Não","Goiás","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",2064.12363953628
"Abaixo do peso","Não","Não","Distrito Federal","18 a 24 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",2178.37104944026
"Eutrofia","Não","Sim","Acre","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",300.024345300567
"Abaixo do peso","Não","Não","Acre","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",162.766516202735
"Eutrofia","Não","Sim","Amazonas","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",801.440066838149
"Abaixo do peso","Não","Não","Amazonas","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",286.333534875463
"Eutrofia","Não","Sim","Pará","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",6895.43249781793
"Eutrofia","Não","Sim","Amapá","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",176.665187617783
"Abaixo do peso","Não","Não","Amapá","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1971.86140358962
"Abaixo do peso","Não","Não","Tocantins","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",317.188579025802
"Abaixo do peso","Não","Não","Maranhão","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1223.15692639144
"Abaixo do peso","Não","Não","Piauí","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",2433.1229736707
"Obesidade grau I","Sim","Sim","Ceará","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1484.9600216352
"Eutrofia","Não","Sim","Rio Grande do Norte","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1918.73058491484
"Eutrofia","Não","Sim","Paraíba","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",476.71303129424
"Abaixo do peso","Não","Não","Paraíba","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",5106.37129173215
"Obesidade grau I","Sim","Sim","Pernambuco","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1979.73102354077
"Abaixo do peso","Não","Não","Pernambuco","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1572.38496040204
"Sobrepeso","Sim","Sim","Sergipe","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1031.44452217387
"Obesidade grau I","Sim","Sim","Sergipe","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1813.93395627455
"Abaixo do peso","Não","Não","Sergipe","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1152.4037553012
"Eutrofia","Não","Sim","Bahia","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",601.241109860538
"Obesidade grau I","Sim","Sim","Minas Gerais","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1262.57963045309
"Eutrofia","Não","Sim","Minas Gerais","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",152.563973324069
"Sobrepeso","Sim","Sim","Rio de Janeiro","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",4359.2249973387
"Eutrofia","Não","Sim","Rio de Janeiro","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",4076.87708858263
"Eutrofia","Não","Sim","Paraná","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1585.39500602265
"Abaixo do peso","Não","Não","Paraná","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",2404.1937587561
"Abaixo do peso","Não","Não","Rio Grande do Sul","25 a 29 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",664.297909354857
"Eutrofia","Não","Sim","Rondônia","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",2354.0217472174
"Sobrepeso","Sim","Sim","Roraima","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",242.097492681113
"Eutrofia","Não","Sim","Roraima","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",176.10794585705
"Abaixo do peso","Não","Não","Roraima","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",352.215891714099
"Eutrofia","Não","Sim","Pará","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",3494.88424822405
"Abaixo do peso","Não","Não","Pará","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1070.57324898343
"Abaixo do peso","Não","Não","Tocantins","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",654.943219180491
"Eutrofia","Não","Sim","Maranhão","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",764.555208816397
"Eutrofia","Não","Sim","Piauí","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",763.369273294958
"Eutrofia","Não","Sim","Ceará","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",2092.28151519458
"Abaixo do peso","Não","Não","Ceará","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",551.022731302103
"Eutrofia","Não","Sim","Rio Grande do Norte","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",642.064792454367
"Sobrepeso","Sim","Sim","Paraíba","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",501.483679994828
"Eutrofia","Não","Sim","Pernambuco","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1140.47276485919
"Abaixo do peso","Não","Não","Alagoas","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",2459.23989176533
"Abaixo do peso","Não","Não","Sergipe","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1508.53116624537
"Sobrepeso","Sim","Sim","Bahia","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1246.63650849852
"Obesidade grau III","Sim","Sim","Minas Gerais","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",3696.12719136318
"Sobrepeso","Não","Sim","Espírito Santo","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",519.877294204634
"Obesidade grau III","Sim","Sim","Rio de Janeiro","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",8429.9344394085
"Eutrofia","Não","Sim","Rio de Janeiro","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",11604.5201886205
"Abaixo do peso","Não","Não","Rio de Janeiro","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",2513.73945183342
"Sobrepeso","Sim","Sim","Santa Catarina","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",667.81029042698
"Obesidade grau I","Sim","Sim","Santa Catarina","30 a 34 anos","1/2 até 1 SM","Urbano","Masculino","Superior incompleto ou equivalente",1041.99202185856
